"url","github_id","is_magento1","type"
"https://github.com/colinmollenhour/Cm_Diehard",,1,"magento-module"
"https://github.com/colinmollenhour/Cm_OrderProducts",,1,"magento-module"
"https://github.com/colinmollenhour/magento-mongo",,1,"magento-module"
"https://github.com/colinmollenhour/Cm_RedisSession",,1,"magento-module"
"https://github.com/colinmollenhour/modman",,1,"library"
"https://github.com/comwrap/magento-comwrap-pdf",,1,"magento-module"
"git@github.com:proxium/yotporeviews",,1,"magento-module"
"https://github.com/convenient/CategoryCode",,1,"magento-module"
"https://github.com/convenient/SetupScriptsDisabler",,1,"magento-module"
"https://github.com/Cotya/Magento_StatisticsBase",,1,"magento-module"
"https://github.com/adampmoss/CreareSEO",,1,"magento-module"
"https://github.com/ctidigital/magento-configurator",,1,"magento-module"
"https://github.com/ctinnita/ctn-mage-tools",,1,"magento-module"
"https://github.com/dabio/magento-singleshipping",,1,"magento-module"
"https://github.com/DanielSousa/CmsUploadImages",,1,"magento-module"
"https://github.com/danslo/Danslo_Aop",,1,"magento-module"
"https://github.com/danslo/ApiImport",,1,"magento-module"
"https://github.com/defactodesign/adminfirewall",,1,"magento-module"
"https://github.com/degdigital/magento-order-lifecycle",,1,"magento-module"
"https://github.com/DemacMedia/Magento-Multi-Location-Inventory",,1,"magento-module"
"https://github.com/deniscsz/Magento-Jamef-Carrier",,1,"magento-module"
"https://github.com/deved-it/Similar-Products",,1,"magento-module"
"https://github.com/deved-it/magento-keen-io",,1,"magento-module"
"https://github.com/diglin/Diglin_Addinfotoemail",,1,"magento-module"
"https://github.com/diglin/Diglin_AdminTheme",,1,"magento-module"
"https://github.com/diglin/Diglin_Chat",,1,"magento-module"
"https://github.com/diglin/Diglin_Crawler",,1,"magento-module"
"https://github.com/diglin/Diglin_Facebook",,1,"library"
"https://github.com/diglin/Diglin_Geoip",,1,"magento-module"
"https://github.com/diglin/Diglin_Github",,1,"magento-module"
"https://github.com/diglin/Diglin_GoogleAnalytics",,1,"magento-module"
"https://github.com/diglin/Diglin_Intercom",,1,"magento-module"
"https://github.com/diglin/Diglin_Intrum",,1,"magento-module"
"https://github.com/diglin/Diglin_LanguageCsv",,1,"magento-module"
"https://github.com/diglin/Diglin_UIOptimization",,1,"magento-module"
"https://github.com/diglin/Diglin_Username",,1,"magento-module"
"https://github.com/diglin/Diglin_Ricardo",,1,"magento-module"
"https://github.com/DoghouseMedia/Doghouse_Carousel",,1,"magento-module"
"https://github.com/dweeves/magmi-git",,1,"magento-module"
"https://github.com/EasySize/Magento_SizeGuide",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-active-config",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-eems-affiliate",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-eems-display",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-file-transfer",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-log",,1,"magento-module"
"https://github.com/eBayEnterprise/magento-retail-order-management",,1,"magento-module"
"https://github.com/eBayEnterprise/php-dom",,1,"magento-module"
"https://github.com/eBayEnterprise/RetailOrderManagement-SDK",,1,"library"
"https://github.com/ebizmarts/magemonkey",,1,"magento-module"
"https://github.com/mailchimp/mc-magento",,1,"magento-module"
"https://github.com/ebizmarts/sage-pay-suite-ce",,1,"magento-module"
"https://github.com/ecoco/magento_profiler",,1,"magento-module"
"https://github.com/EcomDev/checkitout",,1,"magento-module"
"https://github.com/EcomDev/EcomDev_ComposerAutoload",,1,"magento-module"
"https://github.com/EcomDev/EcomDev_PHPUnit",,1,"magento-module"
"https://github.com/Cotya/EcomDev_UrlRewrite",,1,"magento-module"
"https://github.com/eltrino/Compatibility",,1,"magento-module"
"https://github.com/eltrino/DiamanteDeskMagentoExtension",,1,"magento-module"
"https://github.com/eltrino/PrintOrder",,1,"magento-module"
"https://github.com/mzeis/Emzee_Dev",,1,"magento-module"
"https://github.com/Envalo/Widget",,1,"magento-module"
"https://github.com/ericthehacker/magento-phpnativepasswords",,1,"magento-module"
"https://github.com/ericthehacker/magento-untranslatedstrings",,1,"magento-module"
"https://github.com/evozon/magento_base",,1,"magento-module"
"https://github.com/evozon/magento_core",,1,"magento-module"
"https://github.com/ExtensionsStore/Addressvalidator",,1,"magento-module"
"https://github.com/ExtensionsStore/BannerUploader",,1,"magento-module"
"https://github.com/ExtensionsStore/ConstantContact",,1,"magento-module"
"https://github.com/ExtensionsStore/FormForwarder",,1,"magento-module"
"https://github.com/ExtensionsStore/GeoStores",,1,"magento-module"
"https://github.com/ExtensionsStore/Restension",,1,"magento-module"
"https://github.com/fballiano/magento-autodelete-product-images",,1,"magento-module"
"https://github.com/fballiano/magento-category-sort-direction",,1,"magento-module"
"https://github.com/fballiano/magento-full-catalog-translate",,1,"magento-module"
"https://github.com/fballiano/magento-hide-empty-categories",,1,"magento-module"
"https://github.com/fballiano/magento-defer-javascripts",,1,"magento-module"
"https://github.com/fballiano/magento-turpentine-recently-viewed",,1,"magento-module"
"https://github.com/fbrnc/Aoe_Apc",,1,"magento-module"
"https://github.com/fbrnc/Aoe_ApiLog",,1,"magento-module"
"https://github.com/fbrnc/Aoe_DesignFallback",,1,"magento-module"
"https://github.com/fbrnc/Aoe_FilePicker",,1,"magento-module"
"https://github.com/fbrnc/Aoe_ManageStores",,1,"magento-module"
"https://github.com/fbrnc/Aoe_QuoteCleaner",,1,"magento-module"
"https://github.com/fbrnc/Aoe_ReuseImages",,1,"magento-module"
"https://github.com/fbrnc/Aoe_Static",,1,"magento-module"
"https://github.com/AOEpeople/Aoe_TemplateHints",,1,"magento-module"
"https://github.com/fbrnc/Pulsestorm_Launcher",,1,"magento-module"
"https://github.com/ffmengineering/magento1-adminsortitems",,1,"magento-module"
"https://github.com/ffmengineering/magento-coupondropdown",,1,"magento-module"
"https://github.com/ffmengineering/Ffm_Orderoptionindicator",,1,"magento-module"
"https://github.com/firegento/firegento-adminmonitoring",,1,"magento-module"
"https://github.com/firegento/firegento-customer",,1,"magento-module"
"https://github.com/firegento/firegento-debug",,1,"magento-module"
"https://github.com/firegento/firegento-dynamiccategory",,1,"magento-module"
"https://github.com/firegento/FireGento_ExtendedImport2",,1,"magento2-module"
"https://github.com/firegento/FireGento_FastSimpleImport2",,1,"magento2-module"
"https://github.com/firegento/FireGento_FastSimpleImport2_Demo",,1,"magento2-module"
"https://github.com/magento-hackathon/FireGento_FlexCms",,1,"magento-module"
"https://github.com/firegento/firegento-germansetup",,1,"magento-module"
"https://github.com/magento-hackathon/GridControl",,1,"magento-module"
"https://github.com/firegento/firegento-logger",,1,"magento-module"
"https://github.com/firegento/MageCI",,1,"library"
"https://github.com/firegento/magento",,1,"library"
"https://github.com/firegento/firegento-magesetup",,1,"magento-module"
"https://github.com/magento-hackathon/MultiStock",,1,"magento-module"
"https://github.com/firegento/firegento-pdf",,1,"magento-module"
"https://github.com/firegento/magento-performance-tweaks",,1,"magento-module"
"https://github.com/firegento/phpcs",,1,"library"
"https://github.com/magento-hackathon/Magento-PSR-0-Autoloader",,1,"magento-module"
"https://github.com/firewizard/Mandagreen_Minifier",,1,"magento-module"
"https://github.com/Flagbit/Magento-FACTFinder",,1,"magento-module"
"https://github.com/Flagbit/Magento-FilterUrls",,1,"magento-module"
"https://github.com/Flagbit/Magento-ChangeAttributeSet",,1,"magento-module"
"https://github.com/fooman/common",,1,"magento-module"
"https://github.com/fooman/emailattachments",,1,"magento-module"
"https://github.com/fooman/googleanalyticsplus",,1,"magento-module"
"https://github.com/fooman/speedster",,1,"magento-module"
"https://github.com/fooman/speedsteradvanced",,1,"magento-module"
"https://github.com/frosit/Frosit_Fontawesomeness",,1,"magento-module"
"https://github.com/frozenminds/mage-maps",,1,"magento-module"
"https://github.com/GordonLesti/Lesti_Blog",,1,"magento-module"
"https://github.com/GordonLesti/Lesti_Fpc",,1,"magento-module"
"https://github.com/GordonLesti/Lesti_Smtp",,1,"magento-module"
"https://github.com/gordonknoppe/magento-cachebuster",,1,"magento-module"
"https://github.com/magento-hackathon/mage-git-info",,1,"magento-module"
"https://github.com/magento-hackathon/Hackathon_PromoCodeMessages",,1,"magento-module"
"https://github.com/hans2103/HideCompare",,1,"magento-module"
"https://github.com/Hevelop/Facebookpixel",,1,"magento-module"
"https://github.com/Hevelop/Transliteration",,1,"magento-module"
"https://github.com/ho-nl/magento1-Ho_Import",,1,"magento-module"
"https://github.com/ho-nl/magento1-Ho_nl_NL",,1,"magento-module"
"https://github.com/husseycoding/ajaxcartpopup",,1,"magento-module"
"https://github.com/husseycoding/backorder",,1,"magento-module"
"https://github.com/husseycoding/cmsmenucontent",,1,"magento-module"
"https://github.com/husseycoding/cookiesforcomments",,1,"magento-module"
"https://github.com/husseycoding/customordergrid",,1,"magento-module"
"https://github.com/husseycoding/infinitescroll",,1,"magento-module"
"https://github.com/husseycoding/sirportly",,1,"magento-module"
"https://github.com/husseycoding/spamfilter",,1,"magento-module"
"https://github.com/husseycoding/twitterreader",,1,"magento-module"
"https://github.com/ho-nl-fork/magento1-Hwg_Attributemanager",,1,"magento-module"
"https://github.com/hws47a/VF_CustomMenu",,1,"magento-module"
"https://github.com/hws47a/VF_EasyAjax",,1,"magento-module"
"https://github.com/frak/Magento-Gearman-Module",,1,"magento-module"
"https://github.com/ikonoshirt/CustomAdminNotifications",,1,"magento-module"
"https://github.com/iMi-digital/imi_easycacherefresh",,1,"magento-module"
"https://github.com/Inchoo/Inchoo_PHP7",,1,"magento-module"
"https://github.com/integer-net/Anonymizer",,1,"magento-module"
"https://github.com/integer-net/IntegerNet_AttributeOptionPager",,1,"magento-module"
"https://github.com/integer-net/Autoshipping",,1,"magento-module"
"https://github.com/integer-net/GermanStoreConfig",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalized",,1,"library"
"https://github.com/integer-net/MagentoLocalizedAT",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedCH",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedDE",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedEbay",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedES",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedFR",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedIT",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedNL",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedPL",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedRO",,1,"magento-module"
"https://github.com/integer-net/MagentoLocalizedRU",,1,"magento-module"
"https://github.com/integer-net/Piwik",,1,"magento-module"
"https://github.com/integer-net/RemoveCustomerAccountLinks",,1,"magento-module"
"https://github.com/inviqa/magento-symfony-container",,1,"magento-module"
"https://github.com/itabs/Itabs_CustomSku",,1,"magento-module"
"https://github.com/itabs/Itabs_Invoice",,1,"magento-module"
"https://github.com/itabs/Itabs_LogViewer",,1,"magento-module"
"https://github.com/itabs/Itabs_NewsletterSending",,1,"magento-module"
"https://github.com/jacquesbh/jbh_homepage",,1,"magento-module"
"https://github.com/jayelkaake/enhancedgrid",,1,"magento-module"
"https://github.com/jeroenvermeulen/magento-solarium",,1,"magento-module"
"https://github.com/jhoelzl/JH_RemoveRedundantConfig",,1,"magento-module"
"https://github.com/jhoelzl/JH_Storeredirect",,1,"magento-module"
"https://github.com/kalenjordan/clean-elastic-search",,1,"magento-module"
"https://github.com/kirchbergerknorr/heidelpay",,1,"magento-module"
"https://github.com/kirchbergerknorr/magento",,1,"magento-module"
"https://github.com/kirchbergerknorr/magento-debug",,1,"magento-module"
"https://github.com/kirchbergerknorr/seo-generator",,1,"magento-module"
"https://github.com/kirchbergerknorr/static-blocks-everywhere",,1,"magento-module"
"https://github.com/kkoepke/kkoepke_CheckoutAddressFix",,1,"magento-module"
"https://github.com/Knectar/Magento-Store-Codes",,1,"magento-module"
"https://github.com/kojiromike/LogMail",,1,"magento-module"
"https://github.com/mkutyba/magento-gd-preserve-exif",,1,"magento-module"
"https://github.com/mkutyba/magento-php-console",,1,"magento-module"
"https://github.com/mkutyba/magento-sales-report-include-pending",,1,"magento-module"
"https://github.com/laurent35240/magento-sass",,1,"library"
"https://github.com/GordonLesti/Lesti_Merge",,1,"magento-module"
"https://github.com/liip/magento-xhprof",,1,"magento-module"
"https://github.com/lilmuckers/magento-lilmuckers_queue",,1,"magento-module"
"https://github.com/LimeSoda/LimeSoda_EnvironmentConfiguration",,1,"magento-module"
"https://github.com/LimeSoda/LimeSoda_LiveGuard",,1,"magento-module"
"https://github.com/LimeSoda/LimeSoda_SampleDataGenerator",,1,"magento-module"
"https://github.com/mklooss/Loewenstark_InvalidCache",,1,"magento-module"
"https://github.com/mklooss/Loewenstark_Newsletter",,1,"magento-module"
"https://github.com/mklooss/Loewenstark_Seo",,1,"magento-module"
"https://github.com/LogicSpot/Magento_Core",,1,"magento-module"
"https://github.com/LogicSpot/Magento_GlobalMessage",,1,"magento-module"
"https://github.com/LogicSpot/Magento_ImageLoad",,1,"magento-module"
"https://github.com/ltckomfortkasse/komfortkasse-magento",,1,"magento-module"
"https://github.com/lukanetconsult/mage-google-adwords",,1,"magento-module"
"https://github.com/madalinoprea/magneto-debug",,1,"magento-module"
"https://github.com/madepeople/Made_Cache",,1,"magento-module"
"https://github.com/mage-eag/mage-enhanced-admin-grids",,1,"magento-module"
"https://github.com/MagentoHackathonUK2014/Magehack_Autogrid",,1,"magento-module"
"https://github.com/magemaven/magento-order-comment",,1,"magento-module"
"https://github.com/magento-hackathon/AsyncIndex",,1,"magento-module"
"https://github.com/magento-hackathon/composer-command-integrator",,1,"library"
"https://github.com/magento-hackathon/E-MailPreview",,1,"magento-module"
"https://github.com/magento-hackathon/Hackathon_MageMonitoring",,1,"magento-module"
"https://github.com/magento-hackathon/MageTrashApp",,1,"magento-module"
"https://github.com/magento-hackathon/HackathonWebsite_ProjectIdea",,1,"magento-module"
"https://github.com/magento-hackathon/HoneySpam",,1,"magento-module"
"https://github.com/magento-hackathon/Hackathon_IndexerStats",,1,"magento-module"
"https://github.com/magento-hackathon/layered-landing",,1,"magento-module"
"https://github.com/magento-hackathon/Hackathon_LocaleFallback",,1,"magento-module"
"https://github.com/magento-hackathon/MageBehat",,1,"library"
"https://github.com/Cotya/magento-composer-installer",,1,"composer-installer"
"https://github.com/magento-hackathon/Magento-Two-factor-Authentication",,1,"magento-module"
"https://github.com/magento-hackathon/Perfect_Watermarks",,1,"magento-module"
"https://github.com/bragento/magento-core",,1,"magento-core"
"https://github.com/magento/magento-composer-installer",,1,"composer-plugin"
"https://github.com/magento-hackathon/FastSimpleExport",,1,"magento-module"
"https://github.com/magepal/magento1-facebookremarketingjs",,1,"magento-module"
"https://github.com/MageTest/Mage-Test",,1,"magento-module"
"https://github.com/maverick193/entity-generator",,1,"magento-module"
"https://github.com/maxbucknell/foundation4-amd",,1,"magento-module"
"https://github.com/maxbucknell/magento-amdjs",,1,"magento-module"
"https://github.com/miguelbalparda/MB_Translate",,1,"magento-module"
"https://github.com/meanbee/magento-mailcheck",,1,"magento-module"
"https://github.com/meanbee/magento-shopping-assistant",,1,"magento-module"
"https://github.com/mageconsult/Mgt_AmazingWysiwyg",,1,"magento-module"
"https://github.com/mageconsult/Mgt_SerpEditor",,1,"magento-module"
"https://github.com/mhauri/magento-hipchat",,1,"magento-module"
"https://github.com/mhauri/magento-slack",,1,"magento-module"
"https://github.com/mhauri/Mhauri_LogView",,1,"magento-module"
"https://github.com/mhauri/Mhauri_SampleOrder",,1,"magento-module"
"https://github.com/matiashidalgo/static-version",,1,"magento-module"
"https://github.com/giuseppemorelli/MMind_ZopimChat",,1,"magento-module"
"https://github.com/mokadev/Mokadev_OpenGraph",,1,"magento-module"
"https://github.com/mage-mzax/emarketing",,1,"magento-module"
"https://github.com/mzeis/Mzeis_Documentation",,1,"magento-module"
"https://github.com/mzeis/Mzeis_ServerTiming",,1,"magento-module"
"https://github.com/netz98/N98_Base",,1,"magento-module"
"https://github.com/netz98/N98_BaseJQuery",,1,"magento-module"
"https://github.com/netz98/N98_CheckoutFilters",,1,"magento-module"
"https://github.com/netz98/N98_CustomLayoutHandles",,1,"magento-module"
"https://github.com/netz98/N98_FlyTo",,1,"magento-module"
"https://github.com/amenk/N98_FramelessCms",,1,"magento-module"
"https://github.com/netz98/N98_InfoFiles",,1,"magento-module"
"https://github.com/netz98/N98_LayoutHelper",,1,"magento-module"
"https://github.com/netz98/N98_ManageRules",,1,"magento-module"
"https://github.com/netz98/N98_Yubikey",,1,"magento-module"
"https://github.com/Vinai/attribute-duplicator",,1,"magento-module"
"https://github.com/Vinai/customer-activation",,1,"magento-module"
"https://github.com/Vinai/customer-registration-ip",,1,"magento-module"
"https://github.com/Vinai/groupscatalog2",,1,"magento-module"
"https://github.com/Vinai/loginonlycatalog",,1,"magento-module"
"https://github.com/Vinai/nicer-image-names",,1,"magento-module"
"https://github.com/nexcess/magento-turpentine",,1,"magento-module"
"https://github.com/obukhow/AdaptiveResize",,1,"magento-module"
"https://github.com/onepica/avatax",,1,"magento-module"
"https://github.com/openmagecz/CzRegions",,1,"magento-module"
"https://github.com/OpenMage/OpenMage_Routers",,1,"magento-module"
"https://github.com/openstream/No-Flash-Image-Uploader",,1,"magento-module"
"https://github.com/openstream/Magento5CentRounding",,1,"magento-module"
"https://github.com/opsway/magento-mod-onelogin",,1,"magento-module"
"https://github.com/opsway/magento-mod-pipeliner",,1,"magento-module"
"https://github.com/ovanschie/mageFaker",,1,"magento-module"
"https://github.com/pasinter/magento-dailydeals",,1,"magento-module"
"https://github.com/paynl/magento-plugin",,1,"magento-module"
"https://github.com/PAYONE-GmbH/magento-1",,1,"magento-module"
"https://github.com/philipbrown/basket",,1,"library"
"https://github.com/PHOENIX-MEDIA/Magento-BankPayment",,1,"magento-module"
"https://github.com/PHOENIX-MEDIA/Magento-CashOnDelivery",,1,"magento-module"
"https://github.com/PHOENIX-MEDIA/Magento-WorldPay",,1,"magento-module"
"https://github.com/PHOENIX-MEDIA/Magento-PageCache-powered-by-Varnish",,1,"magento-module"
"https://github.com/phpro/mage-remote-media",,1,"magento-module"
"https://github.com/adrianspeyer/Piwik-for-Magento",,1,"magento-module"
"https://github.com/ProxiBlue/NewRelic",,1,"magento-module"
"https://github.com/ProxiBlue/OrderSyncQueRunner",,1,"magento-module"
"https://github.com/astorm/MagentoBetter404",,1,"magento-module"
"https://github.com/astorm/SystemConfigurationSearch",,1,"magento-module"
"https://github.com/punkstar/mageconfigsync",,1,"library"
"https://github.com/qrz-io/indexer",,1,"library"
"https://github.com/qrz-io/onedayadmin",,1,"magento-module"
"https://github.com/quafzi/magento-auto-shipping-status",,1,"magento-module"
"https://github.com/quafzi/magento-CustomerGridOrderCount",,1,"magento-module"
"https://github.com/quafzi/magento-customer-payment-filter",,1,"magento-module"
"https://github.com/quafzi/magento-discountPreview",,1,"magento-module"
"https://github.com/quafzi/magento-confirm-massactions",,1,"magento-module"
"https://github.com/quafzi/magento-storable-admin-password",,1,"magento-module"
"https://github.com/quafzi/Magento-Productvisibility",,1,"magento-module"
"https://github.com/ho-nl-fork/magento1-Quanbit_QBShippingAndPaymentFilters",,1,"magento-module"
"https://github.com/QubitProducts/UniversalVariable-Magento-Extension",,1,"magento-module"
"https://github.com/riconeitzel/German_LocalePack_de_DE",,1,"magento-module"
"https://github.com/riconeitzel/PaymentFilter",,1,"magento-module"
"https://github.com/riconeitzel/VertNav",,1,"magento-module"
"https://github.com/rossigee/magento-config-envvars",,1,"magento-module"
"https://github.com/openstream/SaferpayBusiness",,1,"magento-module"
"https://github.com/openstream/SaferpayEcommerce",,1,"magento-module"
"https://github.com/SanderSander/magento-ideal-checkout",,1,"magento-module"
"https://github.com/Schrank/DefaultDeveloperConfig",,1,"magento-module"
"https://github.com/SchumacherFM/Magento-OptimizedBackendLogin",,1,"magento-module"
"https://github.com/SchumacherFM/Anonygento",,1,"library"
"https://github.com/SchumacherFM/Magento-Hotkeys",,1,"magento-module"
"https://github.com/SchumacherFM/Magento-CmsRestriction",,1,"magento-module"
"https://github.com/SchumacherFM/Magento-Pace",,1,"magento-module"
"https://github.com/SchumacherFM/Magento-Markdown",,1,"magento-module"
"https://github.com/SchumacherFM/Magento-OpCache",,1,"magento-module"
"https://github.com/semaio/Magento1-SearchSkuRedirect",,1,"magento-module"
"https://github.com/semaio/Magento1-SingleProductCategoryRedirect",,1,"magento-module"
"https://github.com/StudioForty9/SF9_Ireland",,1,"magento-module"
"https://github.com/sgh-it/bundletierprices",,1,"magento-module"
"https://github.com/sgh-it/jsonrpc",,1,"magento-module"
"https://github.com/sitewards/B2BProfessional",,1,"magento-module"
"https://github.com/sitewards/BigPipe",,1,"magento-module"
"https://github.com/sitewards/Giveaway",,1,"magento-module"
"https://github.com/Smile-SA/smile-magento-elasticsearch",,1,"magento-module"
"https://github.com/Den4ik/Magento-Google-Cloud-Print",,1,"magento-module"
"https://github.com/SnowdogApps/Magento-Translation-pl_PL",,1,"magento-module"
"https://github.com/sprankhub/Spranks_AutoNumericSkus",,1,"magento-module"
"https://github.com/sprankhub/Spranks_AutomaticInvoices",,1,"magento-module"
"https://github.com/sprankhub/Spranks_ConfigurableTierPrices",,1,"magento-module"
"https://github.com/sprankhub/Spranks_RefreshBlockHtmlCache",,1,"magento-module"
"https://github.com/sprankhub/Spranks_SaveAdminCredentials",,1,"magento-module"
"https://github.com/sprankhub/Spranks_StorePickup",,1,"magento-module"
